@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2}

@data
1966,'2017/02/18 17:15:49:152',3,865.897461,856.227112,831.648376,894.908447,829.633728,2
1967,'2017/02/18 17:15:49:154',3,873.150208,861.46521,830.036621,859.853455,871.135559,2
1968,'2017/02/18 17:15:49:154',3,809.890137,852.600708,840.109863,817.142883,813.113525,2
1969,'2017/02/18 17:15:49:156',3,840.512817,851.794861,846.15387,855.421265,838.498169,2
1970,'2017/02/18 17:15:49:157',3,861.062256,854.212463,835.677673,877.179504,861.062256,2
1971,'2017/02/18 17:15:49:158',3,859.450562,857.838806,832.857117,829.633728,799.010986,2
1972,'2017/02/18 17:15:49:159',3,830.036621,850.183167,847.765564,836.886475,841.318665,2
1973,'2017/02/18 17:15:49:160',3,861.868103,851.794861,838.498169,883.22345,839.304016,2
1974,'2017/02/18 17:15:49:160',3,855.018311,861.062256,832.857117,844.945068,852.600708,2
1975,'2017/02/18 17:15:49:162',3,835.274719,860.659363,838.901123,818.754578,828.424927,2
1976,'2017/02/18 17:15:49:163',3,852.600708,853.406616,844.139221,863.479858,863.479858,2
1977,'2017/02/18 17:15:49:165',3,877.985352,849.780212,842.527466,884.835144,799.010986,2
1978,'2017/02/18 17:15:49:166',3,859.450562,865.897461,835.274719,826.813171,854.615356,2
1979,'2017/02/18 17:15:49:166',3,854.615356,867.509155,835.274719,859.853455,844.139221,2
1980,'2017/02/18 17:15:49:167',3,839.70697,849.780212,837.692322,882.014648,835.677673,2
1981,'2017/02/18 17:15:49:168',3,836.483521,859.450562,842.93042,843.333313,786.117188,2
1982,'2017/02/18 17:15:49:169',3,832.05127,870.732605,834.065918,825.60437,826.410278,2
1983,'2017/02/18 17:15:49:170',3,850.58606,863.479858,844.542114,859.853455,846.15387,2
1984,'2017/02/18 17:15:49:171',3,855.018311,852.197815,851.794861,872.344299,846.556763,2
1985,'2017/02/18 17:15:49:173',3,840.512817,855.018311,843.736267,829.633728,851.391968,2
1986,'2017/02/18 17:15:49:175',3,857.435913,864.68866,834.468872,877.985352,851.391968,2
1987,'2017/02/18 17:15:49:176',3,844.945068,855.018311,842.527466,842.124512,828.424927,2
1988,'2017/02/18 17:15:49:176',3,842.527466,849.780212,848.571411,829.633728,830.036621,2
1989,'2017/02/18 17:15:49:176',3,846.959717,856.630066,841.721619,864.285706,866.703308,2
1990,'2017/02/18 17:15:49:177',3,859.450562,864.68866,831.648376,884.835144,825.201477,2
1991,'2017/02/18 17:15:49:177',3,868.717957,862.674011,839.70697,855.421265,891.684998,2
1992,'2017/02/18 17:15:49:178',3,812.307678,854.615356,848.974365,839.304016,834.468872,2
1993,'2017/02/18 17:15:49:178',3,826.813171,855.824158,842.93042,875.567749,828.021973,2
1994,'2017/02/18 17:15:49:179',3,824.798523,860.256409,837.692322,849.377319,877.985352,2
1995,'2017/02/18 17:15:49:180',3,829.633728,855.421265,836.080566,805.457886,860.659363,2
1996,'2017/02/18 17:15:49:181',3,825.60437,850.183167,845.750916,842.93042,875.567749,2
1997,'2017/02/18 17:15:49:181',3,826.813171,848.571411,842.527466,838.498169,855.018311,2
1998,'2017/02/18 17:15:49:182',3,827.216125,853.406616,834.065918,823.589722,827.216125,2
1999,'2017/02/18 17:15:49:184',3,857.838806,859.853455,840.109863,830.036621,843.736267,2
2000,'2017/02/18 17:15:49:184',3,829.633728,849.780212,845.347961,855.824158,845.750916,2
2001,'2017/02/18 17:15:49:185',3,821.978027,849.780212,840.512817,834.065918,840.915771,2
2002,'2017/02/18 17:15:49:186',3,819.963379,861.062256,832.454224,833.260071,828.424927,2
2003,'2017/02/18 17:15:49:187',3,857.435913,858.644714,834.468872,857.032959,834.065918,2
2004,'2017/02/18 17:15:49:189',3,848.168518,846.959717,840.512817,846.15387,833.260071,2
2005,'2017/02/18 17:15:49:190',3,860.659363,849.780212,838.498169,813.516479,847.765564,2
2006,'2017/02/18 17:15:49:191',3,855.421265,854.615356,839.304016,863.882813,827.619019,2
2007,'2017/02/18 17:15:49:192',3,846.556763,852.600708,840.109863,877.582397,872.747253,2
2008,'2017/02/18 17:15:50:198',3,846.959717,853.003662,840.109863,834.871765,776.849792,2
2009,'2017/02/18 17:15:50:200',3,834.871765,849.780212,838.498169,829.230774,845.750916,2
2010,'2017/02/18 17:15:50:200',3,835.677673,855.824158,838.901123,861.46521,840.109863,2
2011,'2017/02/18 17:15:50:202',3,846.959717,854.212463,835.677673,824.39563,864.285706,2
2012,'2017/02/18 17:15:50:203',3,841.318665,853.003662,840.915771,791.75824,840.109863,2
2013,'2017/02/18 17:15:50:204',3,849.377319,853.809509,840.109863,865.494507,853.406616,2
2014,'2017/02/18 17:15:50:207',3,829.633728,851.794861,840.512817,831.245422,807.472534,2
2015,'2017/02/18 17:15:50:208',3,814.322327,854.212463,843.333313,813.113525,817.94873,2
2016,'2017/02/18 17:15:50:209',3,824.798523,850.58606,843.333313,851.794861,835.274719,2
2017,'2017/02/18 17:15:50:210',3,834.065918,849.780212,839.70697,879.194153,855.421265,2
2018,'2017/02/18 17:15:50:211',3,822.783875,853.406616,842.527466,791.75824,869.926758,2
2019,'2017/02/18 17:15:50:212',3,829.633728,855.018311,843.736267,837.289368,857.838806,2
2020,'2017/02/18 17:15:50:213',3,838.095215,852.197815,840.512817,873.553101,810.695984,2
2021,'2017/02/18 17:15:50:215',3,838.095215,854.212463,836.080566,842.527466,789.743591,2
2022,'2017/02/18 17:15:50:217',3,837.289368,854.212463,843.333313,819.157532,828.424927,2
2023,'2017/02/18 17:15:50:219',3,809.487183,850.989014,838.901123,864.68866,853.809509,2
2024,'2017/02/18 17:15:50:220',3,824.798523,849.780212,840.915771,861.46521,820.366272,2
2025,'2017/02/18 17:15:50:220',3,828.021973,853.003662,837.289368,797.802185,847.765564,2
2026,'2017/02/18 17:15:50:221',3,838.901123,854.615356,840.109863,859.853455,811.904785,2
2027,'2017/02/18 17:15:50:223',3,859.853455,855.824158,834.065918,867.912109,857.032959,2
2028,'2017/02/18 17:15:50:224',3,849.377319,849.377319,837.289368,834.065918,810.29303,2
2029,'2017/02/18 17:15:50:225',3,828.82782,853.003662,833.260071,831.648376,828.424927,2
2030,'2017/02/18 17:15:50:227',3,842.527466,852.600708,834.871765,840.512817,862.674011,2
2031,'2017/02/18 17:15:50:227',3,809.487183,856.630066,839.70697,840.109863,862.271057,2
2032,'2017/02/18 17:15:50:229',3,823.589722,855.018311,838.095215,807.875488,837.692322,2
2033,'2017/02/18 17:15:50:232',3,842.124512,855.018311,836.483521,844.139221,874.761902,2
2034,'2017/02/18 17:15:50:233',3,867.509155,856.227112,845.347961,858.644714,834.065918,2
2035,'2017/02/18 17:15:50:234',3,846.556763,855.421265,846.556763,804.652039,832.857117,2
2036,'2017/02/18 17:15:50:235',3,833.663025,853.003662,843.736267,826.410278,832.857117,2
2037,'2017/02/18 17:15:50:236',3,863.882813,856.630066,842.124512,882.417603,878.388306,2
2038,'2017/02/18 17:15:50:237',3,836.080566,855.824158,838.498169,846.15387,865.091553,2
2039,'2017/02/18 17:15:50:237',3,846.15387,855.018311,850.58606,813.516479,862.674011,2
2040,'2017/02/18 17:15:50:238',3,842.527466,856.227112,840.512817,857.838806,843.333313,2
2041,'2017/02/18 17:15:50:239',3,828.424927,858.24176,839.70697,824.39563,847.765564,2
2042,'2017/02/18 17:15:50:240',3,848.571411,856.227112,839.70697,804.652039,903.772888,2
2043,'2017/02/18 17:15:50:241',3,820.366272,855.824158,835.274719,841.318665,856.630066,2
2044,'2017/02/18 17:15:50:242',3,810.29303,850.58606,834.871765,863.076904,891.282043,2
2045,'2017/02/18 17:15:50:243',3,832.05127,848.571411,841.318665,810.29303,883.22345,2
2046,'2017/02/18 17:15:50:244',3,831.648376,846.959717,841.318665,797.802185,863.479858,2
2047,'2017/02/18 17:15:50:245',3,833.663025,854.615356,834.871765,846.556763,864.285706,2
2048,'2017/02/18 17:15:50:245',3,832.05127,848.974365,837.692322,826.007324,811.904785,2
2049,'2017/02/18 17:15:50:246',3,824.798523,846.959717,842.124512,789.743591,826.410278,2
2050,'2017/02/18 17:15:50:247',3,819.963379,848.974365,842.93042,827.619019,832.857117,2
2051,'2017/02/18 17:15:50:248',3,801.025635,852.197815,838.901123,806.666687,822.783875,2
2052,'2017/02/18 17:15:50:248',3,777.655701,850.58606,842.527466,760.732605,801.831482,2
2053,'2017/02/18 17:15:50:249',3,757.509155,857.435913,826.410278,751.46521,840.915771,2
2054,'2017/02/18 17:15:50:250',3,763.553101,863.882813,819.560425,766.373596,847.36261,2
2055,'2017/02/18 17:15:50:251',3,738.974365,871.538452,811.904785,711.978027,826.410278,2
2056,'2017/02/18 17:15:50:252',3,720.842468,876.77655,797.399292,688.608032,857.838806,2
2057,'2017/02/18 17:15:50:253',3,732.124512,882.417603,791.75824,729.70697,850.58606,2
2058,'2017/02/18 17:15:50:255',3,775.641052,886.446899,788.131897,726.483521,841.318665,2
2059,'2017/02/18 17:15:50:259',3,789.340637,887.252747,792.161194,732.93042,847.765564,2
2060,'2017/02/18 17:15:50:260',3,814.725281,884.029297,795.787537,816.739929,896.923096,2
2061,'2017/02/18 17:15:50:261',3,844.945068,884.432251,801.025635,820.769226,857.032959,2
2062,'2017/02/18 17:15:50:262',3,839.70697,872.344299,804.652039,805.457886,840.109863,2
2063,'2017/02/18 17:15:50:265',3,851.794861,873.956055,804.249084,844.139221,857.032959,2
2064,'2017/02/18 17:15:50:267',3,878.791199,865.494507,808.681335,870.732605,828.021973,2
2065,'2017/02/18 17:15:50:268',3,851.794861,858.644714,815.531128,835.677673,818.754578,2
2066,'2017/02/18 17:15:50:269',3,861.062256,857.032959,817.94873,866.703308,813.516479,2
2067,'2017/02/18 17:15:50:270',3,861.062256,846.556763,822.380981,881.208801,819.157532,2
2068,'2017/02/18 17:15:50:272',3,878.791199,849.780212,826.007324,873.956055,826.007324,2
2069,'2017/02/18 17:15:50:275',3,857.838806,848.974365,831.648376,840.512817,851.391968,2
2070,'2017/02/18 17:15:50:276',3,842.93042,850.183167,829.633728,879.194153,871.538452,2
2071,'2017/02/18 17:15:50:277',3,869.926758,852.197815,829.230774,894.505493,820.366272,2
2072,'2017/02/18 17:15:50:278',3,871.538452,848.974365,831.648376,858.24176,835.677673,2
2073,'2017/02/18 17:15:50:280',3,871.538452,850.183167,832.454224,873.553101,835.274719,2
2074,'2017/02/18 17:15:50:283',3,860.256409,848.571411,840.512817,915.054932,898.937744,2
2075,'2017/02/18 17:15:50:284',3,876.373596,851.391968,838.498169,886.446899,816.739929,2
2076,'2017/02/18 17:15:50:286',3,861.062256,850.183167,835.677673,844.945068,871.135559,2
2077,'2017/02/18 17:15:50:287',3,871.135559,855.421265,838.095215,887.655701,860.256409,2
2078,'2017/02/18 17:15:50:289',3,858.644714,853.406616,839.304016,880.402954,832.05127,2
2079,'2017/02/18 17:15:50:290',3,875.164856,859.047607,847.36261,839.70697,773.626404,2
2080,'2017/02/18 17:15:50:292',3,855.421265,850.183167,844.139221,863.076904,831.648376,2
2081,'2017/02/18 17:15:50:293',3,838.901123,848.571411,843.333313,894.102539,865.494507,2
2082,'2017/02/18 17:15:50:294',3,852.600708,853.809509,844.542114,840.512817,825.201477,2
2083,'2017/02/18 17:15:50:295',3,836.483521,852.600708,846.959717,821.17218,847.765564,2
2084,'2017/02/18 17:15:50:297',3,852.197815,852.197815,840.512817,886.043945,846.556763,2
2085,'2017/02/18 17:15:50:299',3,845.750916,857.032959,837.289368,863.882813,838.901123,2
2086,'2017/02/18 17:15:50:300',3,845.347961,854.615356,838.095215,815.128235,865.897461,2
2087,'2017/02/18 17:15:50:301',3,831.648376,855.018311,848.974365,855.018311,845.347961,2
2088,'2017/02/18 17:15:50:303',3,844.139221,852.600708,844.139221,860.256409,827.619019,2
2089,'2017/02/18 17:15:50:304',3,820.769226,850.183167,842.93042,811.904785,848.974365,2
2090,'2017/02/18 17:15:50:305',3,834.871765,852.197815,846.959717,855.824158,864.285706,2
2091,'2017/02/18 17:15:50:307',3,843.333313,854.212463,839.70697,886.849792,842.527466,2
2092,'2017/02/18 17:15:50:308',3,816.336975,849.377319,846.15387,812.710632,861.46521,2
2093,'2017/02/18 17:15:50:310',3,820.769226,844.139221,851.794861,844.945068,848.168518,2
2094,'2017/02/18 17:15:50:311',3,828.021973,841.318665,850.58606,859.853455,846.959717,2
2095,'2017/02/18 17:15:50:311',3,813.919434,846.959717,846.959717,852.197815,829.230774,2
2096,'2017/02/18 17:15:50:313',3,832.857117,846.959717,847.765564,832.05127,835.274719,2
2097,'2017/02/18 17:15:50:317',3,827.216125,844.139221,849.377319,871.538452,833.260071,2
2098,'2017/02/18 17:15:50:318',3,855.018311,850.989014,849.780212,869.523804,836.886475,2
2099,'2017/02/18 17:15:50:319',3,833.663025,847.36261,844.542114,833.260071,831.648376,2
2100,'2017/02/18 17:15:50:320',3,835.274719,848.571411,848.571411,871.941406,848.974365,2
2101,'2017/02/18 17:15:50:321',3,846.959717,848.168518,843.333313,871.941406,868.315002,2
2102,'2017/02/18 17:15:50:323',3,859.853455,853.406616,843.333313,847.765564,835.274719,2
2103,'2017/02/18 17:15:50:325',3,823.589722,849.377319,852.197815,848.974365,836.886475,2
2104,'2017/02/18 17:15:51:329',3,823.589722,850.183167,844.542114,889.267395,826.007324,2
2105,'2017/02/18 17:15:51:329',3,856.630066,850.989014,839.304016,874.761902,866.703308,2
2106,'2017/02/18 17:15:51:329',3,846.959717,853.406616,839.70697,842.527466,861.062256,2
2107,'2017/02/18 17:15:51:330',3,844.945068,851.391968,839.304016,853.809509,868.717957,2
2108,'2017/02/18 17:15:51:332',3,837.692322,855.824158,844.542114,857.032959,808.681335,2
2109,'2017/02/18 17:15:51:333',3,845.750916,861.062256,841.721619,849.780212,880.402954,2
2110,'2017/02/18 17:15:51:334',3,857.838806,857.838806,840.109863,835.274719,883.22345,2
2111,'2017/02/18 17:15:51:335',3,836.483521,855.421265,844.542114,877.179504,869.926758,2
2112,'2017/02/18 17:15:51:336',3,838.498169,850.989014,846.959717,869.523804,887.252747,2
2113,'2017/02/18 17:15:51:337',3,842.124512,854.615356,840.109863,814.725281,860.256409,2
2114,'2017/02/18 17:15:51:338',3,851.391968,856.630066,836.483521,877.985352,824.39563,2
2115,'2017/02/18 17:15:51:339',3,844.542114,856.227112,836.080566,865.091553,853.809509,2
2116,'2017/02/18 17:15:51:342',3,864.68866,861.062256,838.095215,826.410278,823.589722,2
2117,'2017/02/18 17:15:51:343',3,835.274719,853.809509,837.692322,850.58606,861.868103,2
2118,'2017/02/18 17:15:51:345',3,855.018311,846.15387,841.721619,846.959717,841.721619,2
2119,'2017/02/18 17:15:51:346',3,846.556763,856.227112,841.318665,842.93042,834.065918,2
2120,'2017/02/18 17:15:51:348',3,831.245422,856.630066,836.483521,836.080566,813.516479,2
2121,'2017/02/18 17:15:51:349',3,831.648376,858.644714,842.527466,827.619019,859.047607,2
2122,'2017/02/18 17:15:51:349',3,836.080566,855.018311,850.58606,852.600708,846.959717,2
2123,'2017/02/18 17:15:51:349',3,836.886475,854.615356,841.721619,815.531128,863.479858,2
2124,'2017/02/18 17:15:51:351',3,844.945068,854.615356,840.915771,854.615356,861.46521,2
2125,'2017/02/18 17:15:51:352',3,848.974365,855.018311,844.139221,867.106201,807.472534,2
2126,'2017/02/18 17:15:51:354',3,832.454224,855.824158,844.945068,805.054932,826.007324,2
2127,'2017/02/18 17:15:51:356',3,837.692322,852.197815,840.915771,855.421265,828.82782,2
2128,'2017/02/18 17:15:51:359',3,838.095215,855.824158,838.095215,871.538452,824.39563,2
2129,'2017/02/18 17:15:51:359',3,849.780212,863.076904,830.036621,804.652039,796.190491,2
2130,'2017/02/18 17:15:51:360',3,840.109863,859.047607,840.109863,813.516479,834.468872,2
2131,'2017/02/18 17:15:51:361',3,838.901123,855.824158,836.886475,845.347961,857.838806,2
2132,'2017/02/18 17:15:51:362',3,807.875488,850.183167,847.765564,839.304016,771.208801,2
2133,'2017/02/18 17:15:51:363',3,809.890137,844.945068,854.212463,801.428589,845.347961,2
2134,'2017/02/18 17:15:51:364',3,818.754578,846.959717,847.36261,844.139221,838.498169,2
2135,'2017/02/18 17:15:51:365',3,822.380981,850.58606,847.36261,833.260071,836.483521,2
2136,'2017/02/18 17:15:51:366',3,840.915771,850.58606,842.124512,813.919434,861.062256,2
2137,'2017/02/18 17:15:51:367',3,813.516479,853.406616,844.945068,788.937744,844.139221,2
2138,'2017/02/18 17:15:51:367',3,855.018311,849.780212,840.512817,851.794861,888.461548,2
2139,'2017/02/18 17:15:51:367',3,827.216125,851.794861,840.512817,855.421265,816.739929,2
2140,'2017/02/18 17:15:51:368',3,834.065918,846.556763,846.556763,817.94873,867.106201,2
2141,'2017/02/18 17:15:51:368',3,839.304016,849.780212,842.93042,867.912109,829.230774,2
2142,'2017/02/18 17:15:51:368',3,832.05127,848.571411,836.483521,862.674011,845.347961,2
2143,'2017/02/18 17:15:51:368',3,838.498169,851.391968,838.095215,811.098877,806.263733,2
2144,'2017/02/18 17:15:51:369',3,819.157532,855.421265,838.498169,806.666687,865.494507,2
2145,'2017/02/18 17:15:51:371',3,832.454224,858.24176,837.692322,850.183167,848.168518,2
2146,'2017/02/18 17:15:51:375',3,844.542114,857.838806,839.304016,846.959717,821.575073,2
2147,'2017/02/18 17:15:51:376',3,820.769226,851.391968,841.721619,810.29303,824.39563,2
2148,'2017/02/18 17:15:51:378',3,827.619019,852.197815,840.512817,857.435913,809.890137,2
2149,'2017/02/18 17:15:51:384',3,840.109863,850.989014,839.70697,854.615356,836.483521,2
2150,'2017/02/18 17:15:51:387',3,832.454224,849.780212,837.289368,822.783875,807.472534,2
2151,'2017/02/18 17:15:51:389',3,830.842468,855.018311,837.289368,847.765564,839.304016,2
2152,'2017/02/18 17:15:51:393',3,825.201477,854.615356,840.109863,861.868103,845.347961,2
2153,'2017/02/18 17:15:51:394',3,844.542114,854.615356,837.692322,822.783875,834.468872,2
2154,'2017/02/18 17:15:51:395',3,852.197815,854.615356,833.663025,834.871765,817.545776,2
2155,'2017/02/18 17:15:51:399',3,816.739929,848.974365,838.095215,857.435913,869.12085,2
2156,'2017/02/18 17:15:51:402',3,838.498169,851.794861,844.542114,846.556763,844.945068,2
2157,'2017/02/18 17:15:51:403',3,829.230774,857.435913,836.886475,818.351624,875.970703,2
2158,'2017/02/18 17:15:51:405',3,830.842468,857.435913,840.512817,875.970703,861.868103,2
2159,'2017/02/18 17:15:51:410',3,814.322327,857.032959,845.347961,839.304016,868.717957,2
2160,'2017/02/18 17:15:51:410',3,833.260071,858.24176,834.871765,821.575073,877.179504,2
2161,'2017/02/18 17:15:51:412',3,819.963379,853.809509,836.080566,834.871765,861.46521,2
2162,'2017/02/18 17:15:51:413',3,832.454224,853.003662,838.901123,862.271057,838.095215,2
2163,'2017/02/18 17:15:51:417',3,840.915771,854.212463,838.498169,818.351624,810.29303,2
2164,'2017/02/18 17:15:51:423',3,821.978027,862.271057,835.274719,828.021973,855.824158,2
2165,'2017/02/18 17:15:51:427',3,833.260071,858.24176,838.095215,865.494507,827.216125,2
2166,'2017/02/18 17:15:51:428',3,846.959717,857.032959,833.663025,820.769226,865.494507,2
2167,'2017/02/18 17:15:51:429',3,844.542114,862.674011,842.527466,815.934082,855.018311,2
2168,'2017/02/18 17:15:51:434',3,844.139221,857.032959,838.095215,848.974365,828.82782,2
2169,'2017/02/18 17:15:51:437',3,829.633728,854.212463,836.483521,839.70697,870.732605,2
2170,'2017/02/18 17:15:51:438',3,810.695984,855.824158,838.498169,774.835144,896.520142,2
2171,'2017/02/18 17:15:51:440',3,826.007324,848.571411,843.333313,834.871765,826.007324,2
2172,'2017/02/18 17:15:51:442',3,835.274719,850.989014,842.527466,850.183167,852.197815,2
2173,'2017/02/18 17:15:51:443',3,843.736267,851.794861,837.289368,799.010986,834.065918,2
2174,'2017/02/18 17:15:51:448',3,823.992676,848.974365,839.70697,805.054932,816.739929,2
2175,'2017/02/18 17:15:51:450',3,847.765564,852.600708,844.945068,840.512817,805.457886,2
2176,'2017/02/18 17:15:51:452',3,800.622681,849.780212,840.915771,835.677673,793.772888,2
2177,'2017/02/18 17:15:51:455',3,804.249084,857.435913,842.124512,762.344299,875.970703,2
2178,'2017/02/18 17:15:51:456',3,804.652039,862.271057,840.512817,836.483521,860.659363,2
2179,'2017/02/18 17:15:51:461',3,784.102539,867.106201,840.512817,802.234436,882.014648,2
2180,'2017/02/18 17:15:51:462',3,776.043945,870.732605,834.871765,767.179504,845.750916,2
2181,'2017/02/18 17:15:51:464',3,744.615356,867.106201,830.036621,762.747253,881.611694,2
2182,'2017/02/18 17:15:51:466',3,720.439575,868.717957,828.82782,747.838806,856.630066,2
2183,'2017/02/18 17:15:51:468',3,686.996338,869.523804,818.754578,693.040283,849.780212,2
2184,'2017/02/18 17:15:51:469',3,661.208801,869.12085,816.739929,645.897461,843.333313,2
2185,'2017/02/18 17:15:51:474',3,744.615356,863.076904,816.739929,743.406616,853.003662,2
2186,'2017/02/18 17:15:51:476',3,763.956055,865.091553,824.798523,776.849792,844.542114,2
2187,'2017/02/18 17:15:51:478',3,771.208801,855.421265,832.857117,763.553101,859.047607,2
2188,'2017/02/18 17:15:51:479',3,818.351624,850.58606,838.498169,817.142883,802.63739,2
2189,'2017/02/18 17:15:51:480',3,828.424927,849.377319,838.498169,819.157532,866.703308,2
2190,'2017/02/18 17:15:51:482',3,858.644714,850.183167,844.945068,821.575073,843.736267,2
2191,'2017/02/18 17:15:51:483',3,874.358948,850.183167,847.765564,866.703308,834.871765,2
2192,'2017/02/18 17:15:51:484',3,867.106201,845.347961,842.93042,883.22345,873.150208,2
2193,'2017/02/18 17:15:51:486',3,854.212463,844.542114,841.318665,862.674011,789.340637,2
2194,'2017/02/18 17:15:51:488',3,875.567749,843.333313,846.959717,846.15387,820.769226,2
2195,'2017/02/18 17:15:51:490',3,878.388306,843.333313,844.542114,857.838806,857.435913,2
2196,'2017/02/18 17:15:51:493',3,879.597046,846.556763,843.333313,862.271057,822.380981,2
2197,'2017/02/18 17:15:51:494',3,884.029297,849.780212,844.945068,864.68866,853.003662,2
2198,'2017/02/18 17:15:51:495',3,856.227112,850.183167,840.915771,874.358948,846.959717,2
2199,'2017/02/18 17:15:51:496',3,869.926758,851.391968,842.93042,871.135559,825.60437,2
2200,'2017/02/18 17:15:51:496',3,871.135559,852.600708,839.304016,828.021973,834.871765,2
2201,'2017/02/18 17:15:51:500',3,873.956055,853.809509,842.124512,855.018311,843.333313,2
2202,'2017/02/18 17:15:51:503',3,873.956055,854.615356,846.15387,886.043945,825.60437,2
2203,'2017/02/18 17:15:51:505',3,847.36261,853.809509,844.542114,857.435913,829.633728,2
2204,'2017/02/18 17:15:51:506',3,853.809509,849.377319,842.93042,848.571411,871.538452,2
2205,'2017/02/18 17:15:51:507',3,859.853455,846.959717,846.556763,863.076904,833.260071,2
2206,'2017/02/18 17:15:51:512',3,836.886475,846.959717,847.36261,871.941406,861.868103,2
2207,'2017/02/18 17:15:51:516',3,855.421265,856.227112,846.959717,831.648376,843.736267,2
2208,'2017/02/18 17:15:52:518',3,871.941406,854.615356,844.139221,847.765564,842.124512,2
2209,'2017/02/18 17:15:52:518',3,864.68866,856.227112,842.527466,884.835144,887.655701,2
2210,'2017/02/18 17:15:52:518',3,856.227112,858.644714,842.527466,836.080566,837.692322,2
2211,'2017/02/18 17:15:52:520',3,858.24176,860.659363,842.124512,842.527466,865.494507,2
2212,'2017/02/18 17:15:52:520',3,867.106201,860.256409,842.527466,866.300354,820.366272,2
2213,'2017/02/18 17:15:52:521',3,846.15387,858.644714,846.556763,833.260071,823.992676,2
2214,'2017/02/18 17:15:52:522',3,861.868103,856.630066,842.93042,818.754578,836.080566,2
2215,'2017/02/18 17:15:52:524',3,843.333313,855.824158,845.750916,865.897461,786.923096,2
2216,'2017/02/18 17:15:52:525',3,857.435913,850.58606,844.945068,863.479858,826.813171,2
2217,'2017/02/18 17:15:52:525',3,811.501831,849.377319,841.318665,798.608032,817.142883,2
2218,'2017/02/18 17:15:52:526',3,833.663025,855.421265,838.901123,824.39563,830.439575,2
2219,'2017/02/18 17:15:52:527',3,845.750916,855.421265,836.886475,877.985352,809.890137,2
2220,'2017/02/18 17:15:52:527',3,847.765564,850.989014,843.736267,832.857117,840.109863,2
2221,'2017/02/18 17:15:52:528',3,821.17218,853.003662,841.318665,826.007324,836.886475,2
2222,'2017/02/18 17:15:52:528',3,839.304016,848.974365,838.498169,868.315002,883.626404,2
2223,'2017/02/18 17:15:52:529',3,823.589722,852.600708,843.333313,843.333313,844.945068,2
2224,'2017/02/18 17:15:52:529',3,832.05127,854.212463,839.70697,819.157532,876.373596,2
2225,'2017/02/18 17:15:52:530',3,840.915771,855.421265,842.527466,847.765564,836.886475,2
2226,'2017/02/18 17:15:52:530',3,831.648376,850.989014,844.542114,865.897461,839.70697,2
2227,'2017/02/18 17:15:52:532',3,831.245422,857.838806,843.736267,838.901123,801.428589,2
2228,'2017/02/18 17:15:52:533',3,842.124512,866.300354,838.095215,816.336975,835.677673,2
2229,'2017/02/18 17:15:52:533',3,830.842468,859.047607,835.274719,846.959717,878.388306,2
2230,'2017/02/18 17:15:52:534',3,823.992676,855.824158,842.93042,838.498169,874.358948,2
2231,'2017/02/18 17:15:52:534',3,842.527466,856.630066,844.945068,826.007324,844.139221,2
2232,'2017/02/18 17:15:52:534',3,829.633728,857.838806,838.095215,859.450562,853.003662,2
2233,'2017/02/18 17:15:52:535',3,839.70697,857.032959,840.915771,830.439575,821.575073,2
2234,'2017/02/18 17:15:52:536',3,834.065918,857.032959,842.527466,832.857117,826.007324,2
2235,'2017/02/18 17:15:52:537',3,836.080566,855.018311,841.318665,868.717957,880.402954,2
2236,'2017/02/18 17:15:52:539',3,817.142883,855.421265,840.512817,864.285706,830.439575,2
2237,'2017/02/18 17:15:52:541',3,839.70697,855.421265,839.70697,813.919434,834.871765,2
2238,'2017/02/18 17:15:52:543',3,816.739929,849.780212,842.124512,843.736267,835.274719,2
2239,'2017/02/18 17:15:52:543',3,842.124512,850.183167,846.556763,883.22345,848.571411,2
2240,'2017/02/18 17:15:52:544',3,818.754578,856.630066,840.915771,854.212463,827.619019,2
2241,'2017/02/18 17:15:52:545',3,839.70697,858.24176,838.901123,818.351624,843.736267,2
2242,'2017/02/18 17:15:52:546',3,835.274719,853.809509,837.289368,829.230774,880.402954,2
2243,'2017/02/18 17:15:52:547',3,831.648376,853.809509,840.109863,851.794861,862.271057,2
2244,'2017/02/18 17:15:52:547',3,819.560425,855.824158,831.245422,806.263733,868.717957,2
2245,'2017/02/18 17:15:52:549',3,837.289368,853.809509,842.527466,863.076904,804.652039,2
2246,'2017/02/18 17:15:52:550',3,824.798523,850.989014,841.318665,859.853455,858.644714,2
2247,'2017/02/18 17:15:52:552',3,831.648376,852.197815,843.736267,826.813171,881.611694,2
2248,'2017/02/18 17:15:52:552',3,848.974365,858.644714,838.901123,830.842468,853.809509,2
2249,'2017/02/18 17:15:52:553',3,850.183167,860.256409,838.498169,867.509155,850.989014,2
2250,'2017/02/18 17:15:52:554',3,834.065918,859.450562,839.304016,848.168518,886.446899,2
2251,'2017/02/18 17:15:52:555',3,829.633728,851.391968,841.318665,843.736267,828.82782,2
2252,'2017/02/18 17:15:52:556',3,841.318665,853.003662,840.512817,872.747253,877.985352,2
2253,'2017/02/18 17:15:52:557',3,828.82782,854.615356,841.318665,877.179504,855.824158,2
